gauge	InnerCorner	OuterCorner	SWA	aiBlur	defocus	focusBlur
DLE_39_14	-0.101848	1.93812	7.8488	1.16892	0.470366	0.128225
DLE_39_15	-0.0667985	1.69487	7.69052	1.31525	1.46779	0.492898
DLE_39_16	-0.0801758	1.34773	6.49041	0.845943	0.278127	0.0487239
DLE_39_17	-0.0383327	0.834855	6.42605	0.49916	1.56288	0.455583
DLE_39_18	-0.0321186	0.917222	6.28008	0.692778	1.41478	0.436994
DLE_39_2	-0.321277	4.24267	13.6555	2.63852	-0.0756784	-0.0307737
DLE_39_3	-0.343132	4.05993	13.1706	2.52862	0.359283	0.132931
DLE_39_4	-0.295556	3.45301	11.6175	2.14535	0.537933	0.258208
DLE_39_5	-0.220739	3.69749	13.0964	2.64338	1.08995	0.3853
DLE_39_6	-0.110368	2.97243	10.6311	2.8124	1.36436	0.508197
DLE_39_7	-0.151584	3.00409	11.9299	2.93205	2.00073	0.754635
DLE_39_8	-0.194859	3.34584	12.6427	2.9364	1.43841	0.539542
DLE_39_9	-0.133482	3.61086	11.7538	2.27187	-0.387466	-0.0656265
DLE_43_0	-0.32056	4.36291	14.1033	2.77331	-0.564753	0.0427524
DLE_43_1	-0.274871	4.1111	13.1706	2.55578	-0.395653	0.034485
DLE_43_10	-0.0716845	2.6453	9.58935	1.75324	0.683736	0.245765
DLE_43_11	-0.0615769	2.17921	8.34859	1.86399	1.05449	0.358777
DLE_43_12	-0.0564544	2.46311	9.94662	2.13404	1.21739	0.453223
DLE_43_13	-0.173249	2.81901	9.96266	1.63347	-0.135613	-0.0897065
DLE_43_14	-0.0938677	1.87263	7.67673	1.15944	0.453684	0.1245
DLE_43_15	-0.0496173	1.68589	7.49514	1.33466	1.45126	0.487479
DLE_43_16	-0.0747569	1.32384	6.35337	0.854268	0.283106	0.0516629
DLE_43_17	-0.0405909	0.809979	6.16228	0.5464	1.4845	0.433172
DLE_43_18	-0.0308462	0.924978	6.08865	0.738253	1.36961	0.429173
DLE_43_2	-0.286688	4.13991	13.3428	2.65784	-0.076426	-0.0296803
DLE_43_3	-0.337637	3.9251	12.9276	2.51258	0.370288	0.136822
DLE_43_4	-0.299377	3.31722	11.3809	2.09155	0.512475	0.247258
DLE_43_5	-0.243663	3.58421	12.8263	2.62502	1.08847	0.402309
DLE_43_6	-0.0779625	2.90352	10.4073	2.86223	1.34632	0.508904
DLE_43_7	-0.0970557	2.91323	11.7815	2.87904	1.92447	0.730568
DLE_43_8	-0.155351	3.22615	12.4698	2.89845	1.38829	0.525638
DLE_43_9	-0.107951	3.51505	11.4641	2.25271	-0.363896	-0.06339
DLE_44_0	-0.2607	4.1	13.384	2.6524	-0.539767	0.0397417
DLE_44_1	-0.290663	3.99957	12.9269	2.60455	-0.374569	0.0388584
DLE_44_10	-0.0664853	2.58169	9.40726	1.79439	0.687659	0.247224
DLE_44_11	-0.0567691	2.1018	8.11447	1.8433	1.0191	0.353544
DLE_44_12	-0.054828	2.40716	9.62439	2.1371	1.22723	0.455825
DLE_44_13	-0.157373	2.79726	9.77656	1.61645	-0.12662	-0.0854241
DLE_44_14	-0.0809309	1.80127	7.51107	1.14953	0.439836	0.121794
DLE_44_15	-0.0498603	1.61828	7.35255	1.33621	1.41116	0.477306
DLE_44_16	-0.0717052	1.26567	6.21269	0.856961	0.275231	0.0514412
DLE_44_17	-0.0298938	0.812739	5.9931	0.577352	1.4473	0.425863
DLE_44_18	-0.0322736	0.887694	5.97908	0.756194	1.33517	0.420377
DLE_44_3	-0.316901	3.79166	12.6187	2.45287	0.35261	0.132669
DLE_44_4	-0.272589	3.27423	11.1022	2.13973	0.489317	0.237842
DLE_44_5	-0.197247	3.39511	12.6334	2.59169	1.04132	0.390794
DLE_44_6	-0.101232	2.84981	10.2092	2.80792	1.30816	0.496309
DLE_44_7	-0.0995218	2.78795	11.2826	2.87595	1.8718	0.681218
DLE_44_8	-0.179556	3.0767	12.2101	2.81367	1.33421	0.50728
DLE_44_9	-0.126895	3.41517	11.2092	2.24209	-0.341956	-0.0606391
DLE_45_0	-0.280916	4.04678	13.4963	2.63811	-0.499057	0.0452022
DLE_45_1	-0.2186	3.82714	12.5954	2.4921	-0.331885	0.0377751
DLE_45_10	-0.0704744	2.48099	9.10965	1.75086	0.655849	0.23619
DLE_45_11	-0.0508509	2.02194	7.88443	1.80283	0.973208	0.338486
DLE_45_12	-0.0445557	2.32882	9.521	2.13707	1.1992	0.448243
DLE_45_13	-0.159899	2.70473	9.46641	1.61791	-0.114558	-0.0814848
DLE_45_14	-0.0800648	1.76374	7.3469	1.15419	0.425509	0.118687
DLE_45_15	-0.0453611	1.52735	7.06164	1.31238	1.3379	0.454006
DLE_45_16	-0.0573076	1.23133	6.11816	0.855139	0.271873	0.0519585
DLE_45_17	-0.0237252	0.792022	5.84957	0.601355	1.3991	0.41445
DLE_45_18	-0.0376326	0.868879	5.83576	0.781769	1.29168	0.408144
DLE_45_2	-0.250349	3.78857	12.5857	2.49212	-0.0599068	-0.0261176
DLE_45_3	-0.276287	3.65139	12.2444	2.51068	0.348769	0.129102
DLE_45_4	-0.281567	3.1566	10.8249	2.11685	0.497917	0.242383
DLE_45_5	-0.220616	3.26475	12.3406	2.57154	0.972011	0.364119
DLE_45_6	-0.0900257	2.67518	9.8571	2.7296	1.23602	0.472246
DLE_45_7	-0.0920208	2.85581	11.4245	2.95473	1.89612	0.697348
DLE_45_8	-0.153085	3.07782	11.9862	2.96988	1.37339	0.525139
DLE_45_9	-0.115027	3.32756	11.0322	2.19726	-0.301147	-0.054696
DLE_46_0	-0.206383	3.93742	13.0672	2.60732	-0.451747	0.0416875
DLE_46_1	-0.228538	3.72435	12.3932	2.48717	-0.297817	0.0392219
DLE_46_10	-0.0529565	2.34546	8.84555	1.71477	0.628072	0.22708
DLE_46_11	-0.0471485	1.93107	7.56003	1.78824	0.916241	0.320654
DLE_46_12	-0.0460389	2.2008	9.15477	2.04738	1.14561	0.426833
DLE_46_13	-0.157664	2.57013	9.1926	1.58568	-0.100241	-0.0750568
DLE_46_14	-0.0659137	1.73792	7.17078	1.1703	0.427131	0.118684
DLE_46_15	-0.0462169	1.52803	6.9802	1.31954	1.31093	0.446365
DLE_46_16	-0.0634908	1.23348	5.98971	0.881821	0.276229	0.0536126
DLE_46_17	-0.0249951	0.762984	5.66129	0.629094	1.33507	0.397635
DLE_46_18	-0.0270265	0.889722	5.73818	0.816144	1.29737	0.411524
DLE_46_2	-0.256525	3.66562	12.071	2.49251	-0.0398109	-0.0234681
DLE_46_3	-0.276483	3.50498	11.8883	2.44599	0.34757	0.130283
DLE_46_4	-0.225914	3.01234	10.4921	2.05785	0.479222	0.232899
